#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"13620811657";"22/07/2025 / 11:16:43";"WDOQ25";"C";"1";"5.589,00";"executada";"entrada";"1";"5.589,00";"-";"-";"-"
"13620811649";"22/07/2025 / 11:16:43";"WDOQ25";"V";"8";"5.589,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620811595";"22/07/2025 / 11:16:41";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.594,00";"-";"-";"-"
"13620811442";"22/07/2025 / 11:16:37";"WDOQ25";"C";"8";"0,00";"executada";"saída";"8";"5.592,81";"2,31";"0,04";"185,00"
"13620807094";"22/07/2025 / 11:00:37";"WDOQ25";"V";"4";"5.599,50";"executada";"entrada";"4";"5.599,50";"-";"-";"-"
"13620802566";"22/07/2025 / 10:43:07";"WDOQ25";"V";"2";"5.594,50";"executada";"entrada";"2";"5.594,50";"-";"-";"-"
"13620800647";"22/07/2025 / 10:39:10";"WDOQ25";"V";"1";"5.589,50";"executada";"entrada";"1";"5.589,50";"-";"-";"-"
"13620800639";"22/07/2025 / 10:39:10";"WDOQ25";"C";"8";"5.589,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620800620";"22/07/2025 / 10:39:10";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.584,50";"-";"-";"-"
"13620774343";"22/07/2025 / 09:14:30";"WDOQ25";"C";"2";"5.570,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620773906";"22/07/2025 / 09:11:50";"WDOQ25";"C";"1";"5.575,50";"executada";"entrada";"1";"5.575,50";"-";"-";"-"
"13620773900";"22/07/2025 / 09:11:50";"WDOQ25";"V";"2";"5.584,00";"executada";"saída";"2";"5.584,00";"6,00";"0,11";"120,00"
"13620773848";"22/07/2025 / 09:11:48";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13620773818";"22/07/2025 / 09:11:47";"WDOQ25";"C";"1";"0,00";"executada";"saída";"1";"5.580,50";"3,00";"0,05";"30,00"
"13620767847";"22/07/2025 / 09:00:56";"WDOQ25";"V";"1";"5.588,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620767840";"22/07/2025 / 09:00:56";"WDOQ25";"C";"1";"5.577,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620767795";"22/07/2025 / 09:00:56";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.583,50";"-";"-";"-"
"13620744065";"21/07/2025 / 12:44:11";"WDOQ25";"V";"1";"0,00";"executada";"saída";"1";"5.570,50";"0,50";"0,01";"5,00"
"13620740026";"21/07/2025 / 12:10:08";"WDOQ25";"C";"1";"5.565,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620740021";"21/07/2025 / 12:10:07";"WDOQ25";"V";"1";"5.576,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620739944";"21/07/2025 / 12:10:05";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.570,00";"-";"-";"-"
"13620735590";"21/07/2025 / 11:42:53";"WDOQ25";"C";"1";"5.570,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620735581";"21/07/2025 / 11:42:53";"WDOQ25";"V";"1";"5.581,50";"executada";"saída";"1";"5.581,50";"6,00";"0,11";"60,00"
"13620735546";"21/07/2025 / 11:42:52";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.575,50";"-";"-";"-"
"13620727297";"21/07/2025 / 10:59:29";"WDOQ25";"V";"2";"5.597,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620723680";"21/07/2025 / 10:43:29";"WDOQ25";"V";"1";"5.592,50";"executada";"entrada";"1";"5.592,50";"-";"-";"-"
"13620723673";"21/07/2025 / 10:43:29";"WDOQ25";"C";"2";"5.584,00";"executada";"saída";"2";"5.584,00";"6,00";"0,11";"120,00"
"13620723647";"21/07/2025 / 10:43:28";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.587,50";"-";"-";"-"
"13620707125";"21/07/2025 / 09:49:38";"WDOQ25";"C";"4";"5.574,00";"executada";"entrada";"4";"5.574,00";"-";"-";"-"
"13620706133";"21/07/2025 / 09:46:12";"WDOQ25";"C";"2";"5.579,00";"executada";"entrada";"2";"5.579,00";"-";"-";"-"
"13620704033";"21/07/2025 / 09:35:47";"WDOQ25";"C";"1";"5.584,00";"executada";"entrada";"1";"5.584,00";"-";"-";"-"
"13620704027";"21/07/2025 / 09:35:47";"WDOQ25";"V";"8";"5.584,00";"executada";"saída";"8";"5.584,00";"5,63";"0,10";"450,00"
"13620703951";"21/07/2025 / 09:35:46";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.589,00";"-";"-";"-"
"13620690633";"21/07/2025 / 09:02:30";"WDOQ25";"V";"4";"5.628,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620690133";"21/07/2025 / 09:01:24";"WDOQ25";"V";"2";"5.623,50";"executada";"entrada";"2";"5.623,50";"-";"-";"-"
"13620689230";"21/07/2025 / 09:01:01";"WDOQ25";"V";"1";"5.618,50";"executada";"entrada";"1";"5.618,50";"-";"-";"-"
"13620689218";"21/07/2025 / 09:01:01";"WDOQ25";"C";"4";"5.614,00";"executada";"saída";"4";"5.614,00";"5,75";"0,10";"230,00"
"13620688876";"21/07/2025 / 09:00:59";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.613,50";"-";"-";"-"
"13620663126";"18/07/2025 / 12:49:01";"WDOQ25";"C";"8";"0,00";"executada";"saída";"8";"5.574,00";"-9,38";"-0,17";"-750,00"
"13620657546";"18/07/2025 / 12:16:14";"WDOQ25";"V";"4";"5.569,00";"executada";"entrada";"4";"5.569,00";"-";"-";"-"
"13620649171";"18/07/2025 / 11:38:15";"WDOQ25";"V";"2";"5.564,00";"executada";"entrada";"2";"5.564,00";"-";"-";"-"
"13620644502";"18/07/2025 / 11:17:11";"WDOQ25";"V";"1";"5.559,00";"executada";"entrada";"1";"5.559,00";"-";"-";"-"
"13620644496";"18/07/2025 / 11:17:10";"WDOQ25";"C";"8";"5.559,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620644340";"18/07/2025 / 11:17:08";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.554,00";"-";"-";"-"
"13620641420";"18/07/2025 / 11:05:29";"WDOQ25";"C";"4";"5.536,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620639868";"18/07/2025 / 10:57:49";"WDOQ25";"C";"2";"5.541,50";"executada";"entrada";"2";"5.541,50";"-";"-";"-"
"13620639186";"18/07/2025 / 10:55:59";"WDOQ25";"C";"1";"5.546,50";"executada";"entrada";"1";"5.546,50";"-";"-";"-"
"13620639181";"18/07/2025 / 10:55:59";"WDOQ25";"V";"4";"5.551,00";"executada";"saída";"4";"5.551,00";"5,75";"0,10";"230,00"
"13620639165";"18/07/2025 / 10:55:58";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.551,50";"-";"-";"-"
"13620639138";"18/07/2025 / 10:55:56";"WDOQ25";"C";"1";"0,00";"executada";"saída";"1";"5.551,00";"5,50";"0,10";"55,00"
"13620638140";"18/07/2025 / 10:52:03";"WDOQ25";"V";"1";"5.561,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620638138";"18/07/2025 / 10:52:03";"WDOQ25";"C";"1";"5.550,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620638125";"18/07/2025 / 10:52:03";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.556,50";"-";"-";"-"
"13620628989";"18/07/2025 / 10:17:02";"WDOQ25";"C";"4";"5.543,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620627687";"18/07/2025 / 10:15:08";"WDOQ25";"C";"2";"5.548,00";"executada";"entrada";"2";"5.548,00";"-";"-";"-"
"13620623173";"18/07/2025 / 10:10:11";"WDOQ25";"C";"1";"5.553,00";"executada";"entrada";"1";"5.553,00";"-";"-";"-"
"13620623164";"18/07/2025 / 10:10:11";"WDOQ25";"V";"4";"5.557,50";"executada";"saída";"4";"5.557,50";"5,75";"0,10";"230,00"
"13620623088";"18/07/2025 / 10:10:09";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.558,00";"-";"-";"-"
"13620620279";"18/07/2025 / 10:08:24";"WDOQ25";"C";"1";"5.555,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620620271";"18/07/2025 / 10:08:24";"WDOQ25";"V";"1";"5.566,00";"executada";"saída";"1";"5.566,00";"6,00";"0,11";"60,00"
"13620619794";"18/07/2025 / 10:08:18";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.560,00";"-";"-";"-"
"13620617883";"18/07/2025 / 10:02:21";"WDOQ25";"C";"1";"5.566,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620617879";"18/07/2025 / 10:02:20";"WDOQ25";"V";"1";"5.577,00";"executada";"saída";"1";"5.577,00";"6,00";"0,11";"60,00"
"13620617859";"18/07/2025 / 10:02:20";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.571,00";"-";"-";"-"
"13620606440";"18/07/2025 / 09:33:25";"WDOQ25";"V";"1";"5.577,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620606438";"18/07/2025 / 09:33:25";"WDOQ25";"C";"1";"5.566,50";"executada";"saída";"1";"5.566,50";"6,00";"0,11";"60,00"
"13620606384";"18/07/2025 / 09:33:24";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.572,50";"-";"-";"-"
"13620602709";"18/07/2025 / 09:19:39";"WDOQ25";"C";"1";"5.560,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620602701";"18/07/2025 / 09:19:39";"WDOQ25";"V";"1";"5.571,00";"executada";"saída";"1";"5.571,00";"6,00";"0,11";"60,00"
"13620602606";"18/07/2025 / 09:19:36";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.565,00";"-";"-";"-"
"13620596002";"18/07/2025 / 09:01:08";"WDOQ25";"V";"2";"5.585,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620595551";"18/07/2025 / 09:00:59";"WDOQ25";"V";"1";"5.580,50";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13620595544";"18/07/2025 / 09:00:59";"WDOQ25";"C";"2";"5.572,00";"executada";"saída";"2";"5.572,00";"6,00";"0,11";"120,00"
"13620595502";"18/07/2025 / 09:00:59";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.575,50";"-";"-";"-"
"13620594344";"18/07/2025 / 09:00:42";"WDOQ25";"V";"1";"5.585,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620594341";"18/07/2025 / 09:00:42";"WDOQ25";"C";"1";"5.574,00";"executada";"saída";"1";"5.574,00";"6,00";"0,11";"60,00"
"13620594255";"18/07/2025 / 09:00:41";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.580,00";"-";"-";"-"
"13620569312";"17/07/2025 / 13:01:56";"WDOQ25";"V";"8";"0,00";"executada";"saída";"8";"5.584,94";"-9,44";"-0,17";"-755,00"
"13620550070";"17/07/2025 / 11:18:41";"WDOQ25";"C";"4";"5.590,00";"executada";"entrada";"4";"5.590,00";"-";"-";"-"
"13620538676";"17/07/2025 / 10:36:10";"WDOQ25";"C";"2";"5.595,00";"executada";"entrada";"2";"5.595,00";"-";"-";"-"
"13620536991";"17/07/2025 / 10:31:12";"WDOQ25";"C";"1";"5.600,00";"executada";"entrada";"1";"5.600,00";"-";"-";"-"
"13620536984";"17/07/2025 / 10:31:12";"WDOQ25";"V";"8";"5.600,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620536943";"17/07/2025 / 10:31:11";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.605,00";"-";"-";"-"
"13620527436";"17/07/2025 / 09:49:30";"WDOQ25";"C";"4";"5.597,50";"executada";"entrada";"4";"5.597,50";"-";"-";"-"
"13620523613";"17/07/2025 / 09:43:08";"WDOQ25";"C";"2";"5.602,50";"executada";"entrada";"2";"5.602,50";"-";"-";"-"
"13620521276";"17/07/2025 / 09:39:48";"WDOQ25";"C";"1";"5.607,50";"executada";"entrada";"1";"5.607,50";"-";"-";"-"
"13620521270";"17/07/2025 / 09:39:48";"WDOQ25";"V";"8";"5.607,50";"executada";"saída";"8";"5.607,50";"5,63";"0,10";"450,00"
"13620521157";"17/07/2025 / 09:39:46";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.612,50";"-";"-";"-"
"13620507729";"17/07/2025 / 09:04:26";"WDOQ25";"V";"4";"5.618,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620504339";"17/07/2025 / 09:00:40";"WDOQ25";"V";"2";"5.613,50";"executada";"entrada";"2";"5.613,50";"-";"-";"-"
"13620504080";"17/07/2025 / 09:00:36";"WDOQ25";"V";"1";"5.608,50";"executada";"entrada";"1";"5.608,50";"-";"-";"-"
"13620504041";"17/07/2025 / 09:00:36";"WDOQ25";"C";"4";"5.604,00";"executada";"saída";"4";"5.604,00";"5,75";"0,10";"230,00"
"13620503687";"17/07/2025 / 09:00:34";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.603,50";"-";"-";"-"
"13620451054";"16/07/2025 / 12:04:03";"WDOQ25";"C";"4";"5.575,50";"executada";"entrada";"4";"5.575,50";"-";"-";"-"
"13620450544";"16/07/2025 / 12:03:41";"WDOQ25";"C";"2";"5.580,50";"executada";"entrada";"2";"5.580,50";"-";"-";"-"
"13620447627";"16/07/2025 / 11:54:07";"WDOQ25";"C";"1";"5.585,50";"executada";"entrada";"1";"5.585,50";"-";"-";"-"
"13620447624";"16/07/2025 / 11:54:07";"WDOQ25";"V";"8";"5.585,50";"executada";"saída";"8";"5.585,50";"5,63";"0,10";"450,00"
"13620447472";"16/07/2025 / 11:54:03";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.590,50";"-";"-";"-"
"13620442028";"16/07/2025 / 11:26:41";"WDOQ25";"C";"1";"5.586,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620442025";"16/07/2025 / 11:26:40";"WDOQ25";"V";"1";"5.597,00";"executada";"saída";"1";"5.597,00";"6,00";"0,11";"60,00"
"13620442011";"16/07/2025 / 11:26:40";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.591,00";"-";"-";"-"
"13620433901";"16/07/2025 / 10:48:01";"WDOQ25";"V";"2";"5.614,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620430344";"16/07/2025 / 10:34:48";"WDOQ25";"V";"1";"5.609,50";"executada";"entrada";"1";"5.609,50";"-";"-";"-"
"13620430338";"16/07/2025 / 10:34:47";"WDOQ25";"C";"2";"5.601,00";"executada";"saída";"2";"5.601,00";"6,00";"0,11";"120,00"
"13620430309";"16/07/2025 / 10:34:47";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.604,50";"-";"-";"-"
"13620412831";"16/07/2025 / 09:37:44";"WDOQ25";"C";"2";"5.573,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620410834";"16/07/2025 / 09:33:43";"WDOQ25";"C";"1";"5.578,00";"executada";"entrada";"1";"5.578,00";"-";"-";"-"
"13620410830";"16/07/2025 / 09:33:43";"WDOQ25";"V";"2";"5.586,50";"executada";"saída";"2";"5.586,50";"6,00";"0,11";"120,00"
"13620410765";"16/07/2025 / 09:33:42";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.583,00";"-";"-";"-"
"13620409488";"16/07/2025 / 09:30:10";"WDOQ25";"C";"2";"5.574,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620409320";"16/07/2025 / 09:30:08";"WDOQ25";"C";"1";"5.579,00";"executada";"entrada";"1";"5.579,00";"-";"-";"-"
"13620409311";"16/07/2025 / 09:30:08";"WDOQ25";"V";"2";"5.587,50";"executada";"saída";"2";"5.587,50";"6,00";"0,11";"120,00"
"13620408918";"16/07/2025 / 09:30:04";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.584,00";"-";"-";"-"
"13620396441";"16/07/2025 / 09:01:02";"WDOQ25";"V";"2";"5.595,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620395433";"16/07/2025 / 09:00:57";"WDOQ25";"V";"1";"5.590,50";"executada";"entrada";"1";"5.590,50";"-";"-";"-"
"13620395419";"16/07/2025 / 09:00:57";"WDOQ25";"C";"2";"5.582,00";"executada";"saída";"2";"5.582,00";"6,00";"0,11";"120,00"
"13620395250";"16/07/2025 / 09:00:56";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.585,50";"-";"-";"-"
"13620352874";"15/07/2025 / 12:09:28";"WDOQ25";"C";"1";"5.568,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620352867";"15/07/2025 / 12:09:28";"WDOQ25";"V";"1";"5.579,00";"executada";"saída";"1";"5.579,00";"6,00";"0,11";"60,00"
"13620352743";"15/07/2025 / 12:09:27";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.573,00";"-";"-";"-"
"13620352189";"15/07/2025 / 12:04:37";"WDOQ25";"V";"1";"5.585,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620352183";"15/07/2025 / 12:04:36";"WDOQ25";"C";"1";"5.574,50";"executada";"saída";"1";"5.574,50";"6,00";"0,11";"60,00"
"13620352175";"15/07/2025 / 12:04:36";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13620343656";"15/07/2025 / 11:17:30";"WDOQ25";"V";"1";"5.590,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620343652";"15/07/2025 / 11:17:30";"WDOQ25";"C";"1";"5.579,50";"executada";"saída";"1";"5.579,50";"6,00";"0,11";"60,00"
"13620343594";"15/07/2025 / 11:17:29";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.585,50";"-";"-";"-"
"13620324184";"15/07/2025 / 10:14:58";"WDOQ25";"C";"1";"5.552,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620324177";"15/07/2025 / 10:14:58";"WDOQ25";"V";"1";"5.563,50";"executada";"saída";"1";"5.563,50";"6,00";"0,11";"60,00"
"13620324161";"15/07/2025 / 10:14:57";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.557,50";"-";"-";"-"
"13620307591";"15/07/2025 / 09:35:21";"WDOQ25";"C";"4";"5.579,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620306026";"15/07/2025 / 09:32:28";"WDOQ25";"C";"2";"5.584,00";"executada";"entrada";"2";"5.584,00";"-";"-";"-"
"13620304515";"15/07/2025 / 09:30:09";"WDOQ25";"C";"1";"5.589,00";"executada";"entrada";"1";"5.589,00";"-";"-";"-"
"13620304510";"15/07/2025 / 09:30:09";"WDOQ25";"V";"4";"5.593,50";"executada";"saída";"4";"5.593,50";"5,75";"0,10";"230,00"
"13620304061";"15/07/2025 / 09:30:05";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.594,00";"-";"-";"-"
"13620295110";"15/07/2025 / 09:02:05";"WDOQ25";"V";"1";"5.608,50";"executada";"saída";"1";"5.608,50";"6,00";"0,11";"60,00"
"13620294904";"15/07/2025 / 09:01:00";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.602,50";"-";"-";"-"
"13620267531";"14/07/2025 / 12:25:30";"WDOQ25";"C";"2";"0,00";"executada";"saída";"2";"5.595,00";"0,00";"0,00";"0,00"
"13620265338";"14/07/2025 / 12:10:11";"WDOQ25";"V";"2";"5.602,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620264177";"14/07/2025 / 12:04:49";"WDOQ25";"V";"1";"5.597,50";"executada";"entrada";"1";"5.597,50";"-";"-";"-"
"13620264172";"14/07/2025 / 12:04:49";"WDOQ25";"C";"2";"5.589,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620264142";"14/07/2025 / 12:04:48";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.592,50";"-";"-";"-"
"13620227807";"14/07/2025 / 09:40:18";"WDOQ25";"V";"4";"5.601,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620226258";"14/07/2025 / 09:38:34";"WDOQ25";"V";"2";"5.596,00";"executada";"entrada";"2";"5.596,00";"-";"-";"-"
"13620225065";"14/07/2025 / 09:35:56";"WDOQ25";"V";"1";"5.591,00";"executada";"entrada";"1";"5.591,00";"-";"-";"-"
"13620225059";"14/07/2025 / 09:35:56";"WDOQ25";"C";"4";"5.586,50";"executada";"saída";"4";"5.586,50";"5,75";"0,10";"230,00"
"13620225011";"14/07/2025 / 09:35:56";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.586,00";"-";"-";"-"
"13620212360";"14/07/2025 / 09:00:55";"WDOQ25";"C";"1";"5.582,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620212304";"14/07/2025 / 09:00:55";"WDOQ25";"V";"1";"5.593,00";"executada";"saída";"1";"5.593,00";"6,00";"0,11";"60,00"
"13620212216";"14/07/2025 / 09:00:54";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.587,00";"-";"-";"-"
"13620185196";"11/07/2025 / 12:40:57";"WDOQ25";"C";"2";"0,00";"executada";"saída";"2";"5.605,00";"-0,50";"-0,01";"-10,00"
"13620183512";"11/07/2025 / 12:27:01";"WDOQ25";"V";"2";"5.612,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620180585";"11/07/2025 / 12:10:28";"WDOQ25";"V";"1";"5.607,00";"executada";"entrada";"1";"5.607,00";"-";"-";"-"
"13620180584";"11/07/2025 / 12:10:28";"WDOQ25";"C";"2";"5.598,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620180581";"11/07/2025 / 12:10:28";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.602,00";"-";"-";"-"
"13620176237";"11/07/2025 / 11:40:45";"WDOQ25";"V";"2";"5.607,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620174136";"11/07/2025 / 11:30:31";"WDOQ25";"V";"1";"5.602,00";"executada";"entrada";"1";"5.602,00";"-";"-";"-"
"13620174106";"11/07/2025 / 11:30:31";"WDOQ25";"C";"2";"5.593,50";"executada";"saída";"2";"5.593,50";"6,00";"0,11";"120,00"
"13620174026";"11/07/2025 / 11:30:30";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.597,00";"-";"-";"-"
"13620164110";"11/07/2025 / 11:11:50";"WDOQ25";"C";"4";"5.585,00";"executada";"entrada";"4";"5.585,00";"-";"-";"-"
"13620162819";"11/07/2025 / 11:11:17";"WDOQ25";"C";"2";"5.590,00";"executada";"entrada";"2";"5.590,00";"-";"-";"-"
"13620162409";"11/07/2025 / 11:11:03";"WDOQ25";"C";"1";"5.595,00";"executada";"entrada";"1";"5.595,00";"-";"-";"-"
"13620162397";"11/07/2025 / 11:11:03";"WDOQ25";"V";"8";"5.595,00";"executada";"saída";"8";"5.595,00";"5,63";"0,10";"450,00"
"13620161978";"11/07/2025 / 11:10:55";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.600,00";"-";"-";"-"
"13620157064";"11/07/2025 / 10:53:28";"WDOQ25";"V";"2";"5.620,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620155688";"11/07/2025 / 10:51:49";"WDOQ25";"V";"1";"5.615,00";"executada";"entrada";"1";"5.615,00";"-";"-";"-"
"13620155683";"11/07/2025 / 10:51:48";"WDOQ25";"C";"2";"5.606,50";"executada";"saída";"2";"5.606,50";"6,00";"0,11";"120,00"
"13620155637";"11/07/2025 / 10:51:47";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.610,00";"-";"-";"-"
"13620139676";"11/07/2025 / 10:03:06";"WDOQ25";"C";"2";"5.584,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620138814";"11/07/2025 / 10:00:13";"WDOQ25";"C";"1";"5.589,50";"executada";"entrada";"1";"5.589,50";"-";"-";"-"
"13620138813";"11/07/2025 / 10:00:13";"WDOQ25";"V";"2";"5.598,00";"executada";"saída";"2";"5.598,00";"6,00";"0,11";"120,00"
"13620138807";"11/07/2025 / 10:00:12";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.594,50";"-";"-";"-"
"13620138723";"11/07/2025 / 10:00:11";"WDOQ25";"C";"8";"0,00";"executada";"saída";"8";"5.594,56";"-3,44";"-0,06";"-275,00"
"13620119204";"11/07/2025 / 09:01:14";"WDOQ25";"V";"4";"5.595,50";"executada";"entrada";"4";"5.595,50";"-";"-";"-"
"13620118678";"11/07/2025 / 09:01:08";"WDOQ25";"V";"2";"5.590,50";"executada";"entrada";"2";"5.590,50";"-";"-";"-"
"13620118405";"11/07/2025 / 09:01:04";"WDOQ25";"V";"1";"5.585,50";"executada";"entrada";"1";"5.585,50";"-";"-";"-"
"13620118340";"11/07/2025 / 09:01:04";"WDOQ25";"C";"8";"5.585,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13620117859";"11/07/2025 / 09:01:01";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13620078110";"10/07/2025 / 12:14:24";"WDOQ25";"V";"4";"5.595,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620076993";"10/07/2025 / 12:10:50";"WDOQ25";"V";"2";"5.590,50";"executada";"entrada";"2";"5.590,50";"-";"-";"-"
"13620076661";"10/07/2025 / 12:09:36";"WDOQ25";"V";"1";"5.585,50";"executada";"entrada";"1";"5.585,50";"-";"-";"-"
"13620076658";"10/07/2025 / 12:09:36";"WDOQ25";"C";"4";"5.581,00";"executada";"saída";"4";"5.581,00";"5,75";"0,10";"230,00"
"13620076641";"10/07/2025 / 12:09:35";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13620071409";"10/07/2025 / 11:43:41";"WDOQ25";"C";"2";"5.562,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620070430";"10/07/2025 / 11:40:22";"WDOQ25";"C";"1";"5.567,00";"executada";"entrada";"1";"5.567,00";"-";"-";"-"
"13620070423";"10/07/2025 / 11:40:22";"WDOQ25";"V";"2";"5.575,50";"executada";"saída";"2";"5.575,50";"6,00";"0,11";"120,00"
"13620070395";"10/07/2025 / 11:40:21";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.572,00";"-";"-";"-"
"13620066100";"10/07/2025 / 11:20:00";"WDOQ25";"C";"1";"5.560,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620066076";"10/07/2025 / 11:20:00";"WDOQ25";"V";"1";"5.571,00";"executada";"saída";"1";"5.571,00";"6,00";"0,11";"60,00"
"13620066043";"10/07/2025 / 11:19:59";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.565,00";"-";"-";"-"
"13620054669";"10/07/2025 / 10:44:53";"WDOQ25";"C";"1";"5.551,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13620054661";"10/07/2025 / 10:44:53";"WDOQ25";"V";"1";"5.562,00";"executada";"saída";"1";"5.562,00";"6,00";"0,11";"60,00"
